# STATION: AN142
# STATION NAME: South Dekalb
# LATITUDE: 33.69060
# LONGITUDE: -84.27310
# ELEVATION [ft]: 825
# STATE: GA
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,wet_bulb_temperature_set_1d,altimeter_set_1d
,,INHG,Fahrenheit,%,Miles/hour,Degrees,Inches,Fahrenheit,Fahrenheit,Code,INHG,Fahrenheit,Fahrenheit,INHG
AN142,04/11/2015 14:00 EDT,29.23,74.68,37.0,0.22,93.0,,46.63,,E,28.63,,,30.12
AN142,04/11/2015 15:00 EDT,29.21,76.84,31.0,0.0,,,43.89,,,28.72,,,30.1
AN142,04/11/2015 16:00 EDT,29.21,78.1,29.0,0.22,11.0,,43.25,,N,28.74,,,30.1
AN142,04/11/2015 17:00 EDT,29.18,78.28,27.0,0.89,304.0,,41.56,,NW,28.79,,,30.07
AN142,04/11/2015 18:00 EDT,29.18,77.2,29.0,1.12,296.0,,42.47,,WNW,28.75,,,30.07
AN142,04/11/2015 19:00 EDT,29.18,74.32,33.0,0.67,285.0,,43.3,,WNW,28.74,,,30.07
AN142,04/11/2015 20:00 EDT,29.18,70.54,39.0,1.34,300.0,,44.3,,WNW,28.73,,,30.07
AN142,04/11/2015 21:00 EDT,29.18,65.32,51.0,0.89,293.0,,46.63,,WNW,28.67,,,30.07
AN142,04/11/2015 22:00 EDT,29.21,61.18,63.0,0.67,302.0,,48.39,,WNW,28.67,,,30.1
AN142,04/11/2015 23:00 EDT,29.23,58.12,72.0,0.45,322.0,,49.06,,NW,28.7,,,30.12
AN142,04/12/2015 00:00 EDT,29.23,55.6,76.0,0.22,9.0,,48.09,,N,28.77,,,30.12
AN142,04/12/2015 01:00 EDT,29.23,55.6,76.0,0.22,9.0,,48.09,,N,28.77,,,30.12
AN142,04/12/2015 03:00 EDT,29.23,52.0,87.0,0.0,343.0,,48.21,,NNW,28.81,,,30.12
AN142,04/12/2015 04:00 EDT,29.23,50.2,90.0,0.22,307.0,,47.35,,NW,28.88,,,30.12
AN142,04/12/2015 05:00 EDT,29.23,49.48,,0.0,,,,,,,,,30.12
AN142,04/12/2015 06:00 EDT,29.23,49.12,,0.0,,,,,,,,,30.12
AN142,04/12/2015 07:00 EDT,29.23,48.94,,0.0,,,,,,,,,30.12
AN142,04/12/2015 08:00 EDT,29.26,49.66,,0.0,,,,,,,,,30.15
AN142,04/12/2015 09:00 EDT,29.29,53.62,,1.12,112.0,,,,ESE,,,,30.18
AN142,04/12/2015 10:00 EDT,29.32,59.38,,1.79,92.0,,,,E,,,,30.21
AN142,04/12/2015 11:00 EDT,29.32,61.0,,1.79,85.0,,,,E,,,,30.21
AN142,04/12/2015 12:00 EDT,29.32,61.72,,1.79,78.0,,,,ENE,,,,30.21
AN142,04/12/2015 13:00 EDT,29.32,62.44,,2.01,83.0,,,,E,,,,30.21
AN142,04/12/2015 14:00 EDT,29.32,63.52,,1.79,93.0,,,,E,,,,30.21
AN142,04/12/2015 15:00 EDT,29.29,66.76,84.0,1.79,90.0,,61.74,,E,27.86,,,30.18
AN142,04/12/2015 16:00 EDT,29.29,67.48,79.0,1.79,84.0,,60.7,,E,27.93,,,30.18
AN142,04/12/2015 17:00 EDT,29.26,68.2,78.0,2.46,89.0,,61.04,,E,27.86,,,30.15
AN142,04/12/2015 18:00 EDT,29.26,68.74,75.0,2.91,102.0,,60.45,,ESE,27.9,,,30.15
AN142,04/12/2015 19:00 EDT,29.29,66.4,81.0,2.68,120.0,,60.35,,ESE,27.97,,,30.18
AN142,04/12/2015 20:00 EDT,29.29,63.52,89.0,1.57,120.0,,60.19,,ESE,28.03,,,30.18
AN142,04/12/2015 21:00 EDT,29.29,62.62,89.0,0.89,92.0,,59.31,,E,28.11,,,30.18
AN142,04/12/2015 22:00 EDT,29.32,62.26,,0.89,106.0,,,,ESE,,,,30.21
AN142,04/12/2015 23:00 EDT,29.32,62.26,,1.34,109.0,,,,ESE,,,,30.21
AN142,04/13/2015 00:00 EDT,29.32,62.26,89.0,1.57,100.0,,58.95,,E,28.17,,,30.21
AN142,04/13/2015 01:00 EDT,29.32,62.26,89.0,1.57,100.0,,58.95,,E,28.17,,,30.21
AN142,04/13/2015 03:00 EDT,29.29,63.34,79.0,2.01,106.0,,56.67,,ESE,28.27,,,30.18
AN142,04/13/2015 04:00 EDT,29.29,63.52,86.0,2.46,104.0,,59.23,,ESE,28.1,,,30.18
AN142,04/13/2015 05:00 EDT,29.26,63.7,89.0,2.01,98.0,,60.37,,E,27.98,,,30.15
AN142,04/13/2015 06:00 EDT,29.26,63.88,91.0,1.79,99.0,,61.18,,E,27.92,,,30.15
AN142,04/13/2015 07:00 EDT,29.29,63.52,91.0,1.57,100.0,,60.82,,E,27.99,,,30.18
AN142,04/13/2015 08:00 EDT,29.29,62.98,,2.01,103.0,,,,ESE,,,,30.18
AN142,04/13/2015 09:00 EDT,29.32,63.16,,2.01,103.0,,,,ESE,,,,30.21
AN142,04/13/2015 10:00 EDT,29.32,64.06,,2.01,108.0,,,,ESE,,,,30.21
AN142,04/13/2015 11:00 EDT,29.32,65.32,,2.24,114.0,,,,ESE,,,,30.21
AN142,04/13/2015 12:00 EDT,29.32,66.4,,2.24,113.0,,,,ESE,,,,30.21
AN142,04/13/2015 13:00 EDT,29.29,68.02,91.0,2.91,117.0,,65.28,,ESE,27.56,,,30.18
AN142,04/13/2015 14:00 EDT,29.29,70.54,83.0,2.46,128.0,,65.1,,SE,27.53,,,30.18
AN142,04/13/2015 15:00 EDT,29.26,71.44,81.0,1.79,138.0,,65.28,,SE,27.47,,,30.15
AN142,04/13/2015 16:00 EDT,29.23,72.88,80.0,2.24,149.0,,66.32,,SSE,27.32,,,30.12
AN142,04/13/2015 17:00 EDT,29.21,75.04,71.0,2.68,185.0,,64.97,,S,27.39,,,30.1
AN142,04/13/2015 18:00 EDT,29.21,73.6,76.0,1.34,236.0,,65.54,,SW,27.36,,,30.1
AN142,04/13/2015 19:00 EDT,29.21,72.34,76.0,2.24,123.0,,64.32,,ESE,27.49,,,30.1
AN142,04/13/2015 20:00 EDT,29.21,67.66,,1.12,117.0,,,,ESE,,,,30.1
AN142,04/13/2015 22:00 EDT,29.21,66.4,,0.89,111.0,,,,ESE,,,,30.1
AN142,04/13/2015 23:00 EDT,29.23,66.04,,0.67,86.0,,,,E,,,,30.12
AN142,04/14/2015 00:00 EDT,29.21,66.22,,1.12,95.0,,,,E,,,,30.1
AN142,04/14/2015 01:00 EDT,29.21,66.22,,1.12,95.0,,,,E,,,,30.1
AN142,04/14/2015 03:00 EDT,29.21,66.76,,2.01,199.0,,,,SSW,,,,30.1
AN142,04/14/2015 04:00 EDT,29.18,66.22,,1.57,216.0,,,,SW,,,,30.07
AN142,04/14/2015 05:00 EDT,29.18,66.22,,1.57,221.0,,,,SW,,,,30.07
AN142,04/14/2015 06:00 EDT,29.18,65.68,,0.0,,,,,,,,,30.07
AN142,04/14/2015 07:00 EDT,29.18,65.5,,0.0,,,,,,,,,30.07
AN142,04/14/2015 08:00 EDT,29.18,66.58,,1.57,225.0,,,,SW,,,,30.07
AN142,04/14/2015 09:00 EDT,29.21,67.48,,1.57,248.0,,,,WSW,,,,30.1
AN142,04/14/2015 10:00 EDT,29.21,68.2,,2.24,257.0,,,,WSW,,,,30.1
AN142,04/14/2015 11:00 EDT,29.21,70.18,,2.46,255.0,,,,WSW,,,,30.1
AN142,04/14/2015 12:00 EDT,29.21,72.52,84.0,3.13,258.0,,67.39,,WSW,27.21,,,30.1
AN142,04/14/2015 13:00 EDT,29.21,72.52,84.0,3.13,258.0,,67.39,,WSW,27.21,,,30.1
AN142,04/14/2015 14:00 EDT,29.21,77.74,67.0,2.46,281.0,,65.89,,W,27.26,,,30.1
AN142,04/14/2015 15:00 EDT,29.18,79.54,61.0,2.91,274.0,,64.9,,W,27.29,,,30.07
AN142,04/14/2015 16:00 EDT,29.15,80.8,58.0,2.91,268.0,,64.64,,W,27.27,82.53,,30.03
AN142,04/14/2015 17:00 EDT,29.12,80.08,59.0,2.24,251.0,,64.45,,WSW,27.26,81.8,,30.0
AN142,04/14/2015 18:00 EDT,29.12,79.18,62.0,1.79,269.0,,65.02,,W,27.22,,,30.0
AN142,04/14/2015 19:00 EDT,29.12,77.56,67.0,1.34,267.0,,65.71,,W,27.19,,,30.0
AN142,04/14/2015 20:00 EDT,29.15,71.26,67.0,1.34,285.0,,59.69,,WNW,27.8,,,30.03
AN142,04/14/2015 21:00 EDT,29.15,67.12,,1.12,286.0,,,,WNW,,,,30.03
AN142,04/14/2015 22:00 EDT,29.18,65.86,,1.57,304.0,,,,NW,,,,30.07
AN142,04/14/2015 23:00 EDT,29.21,64.78,,0.22,320.0,,,,NW,,,,30.1
AN142,04/15/2015 00:00 EDT,29.21,64.96,,0.22,234.0,,,,SW,,,,30.1
AN142,04/15/2015 01:00 EDT,29.21,64.96,,0.22,234.0,,,,SW,,,,30.1
AN142,04/15/2015 03:00 EDT,29.12,65.5,,0.45,87.0,,,,E,,,,30.0
AN142,04/15/2015 04:00 EDT,29.15,65.14,,0.45,287.0,,,,WNW,,,,30.03
AN142,04/15/2015 05:00 EDT,29.15,65.5,,0.45,60.0,,,,ENE,,,,30.03
AN142,04/15/2015 06:00 EDT,29.15,65.5,,0.22,64.0,,,,ENE,,,,30.03
AN142,04/15/2015 07:00 EDT,29.15,65.68,,0.0,,,,,,,,,30.03
AN142,04/15/2015 08:00 EDT,29.15,65.86,,0.0,,,,,,,,,30.03
AN142,04/15/2015 09:00 EDT,29.18,64.96,,0.0,,,,,,,,,30.07
AN142,04/15/2015 10:00 EDT,29.18,64.24,,1.34,92.0,,,,E,,,,30.07
AN142,04/15/2015 11:00 EDT,29.21,65.5,,1.12,100.0,,,,E,,,,30.1
AN142,04/15/2015 12:00 EDT,29.21,67.84,,0.45,105.0,,,,ESE,,,,30.1
AN142,04/15/2015 13:00 EDT,29.21,68.02,,1.12,136.0,,,,SE,,,,30.1
AN142,04/15/2015 14:00 EDT,29.21,70.18,,0.67,117.0,,,,ESE,,,,30.1
AN142,04/15/2015 15:00 EDT,29.18,72.34,78.0,0.89,140.0,,65.06,,SE,27.39,,,30.07
AN142,04/15/2015 16:00 EDT,29.18,73.78,75.0,1.12,150.0,,65.33,,SSE,27.34,,,30.07
AN142,04/15/2015 17:00 EDT,29.18,71.26,82.0,2.01,83.0,,65.45,,E,27.38,,,30.07
AN142,04/15/2015 18:00 EDT,29.18,66.58,82.0,2.01,80.0,,60.88,,E,27.82,,,30.07
AN142,04/15/2015 19:00 EDT,29.21,64.24,,2.01,76.0,,,,ENE,,,,30.1
AN142,04/15/2015 20:00 EDT,29.23,62.44,,2.01,80.0,,,,E,,,,30.12
AN142,04/15/2015 21:00 EDT,29.26,60.82,,2.46,82.0,,,,E,,,,30.15
AN142,04/15/2015 22:00 EDT,29.29,57.58,,2.24,72.0,,,,ENE,,,,30.18
AN142,04/15/2015 23:00 EDT,29.32,56.5,93.0,2.24,80.0,,54.48,,E,28.53,,,30.21
AN142,04/16/2015 00:00 EDT,29.32,55.78,92.0,2.68,86.0,,53.47,,E,28.6,,,30.21
AN142,04/16/2015 01:00 EDT,29.32,55.78,92.0,2.68,86.0,,53.47,,E,28.6,,,30.21
AN142,04/16/2015 03:00 EDT,29.29,54.52,90.0,2.24,84.0,,51.62,,E,28.68,,,30.18
AN142,04/16/2015 04:00 EDT,29.29,53.8,,2.91,85.0,,,,E,,,,30.18
AN142,04/16/2015 05:00 EDT,29.32,53.44,,2.24,79.0,,,,E,,,,30.21
AN142,04/16/2015 07:00 EDT,29.32,52.9,,2.24,84.0,,,,E,,,,30.21
AN142,04/16/2015 08:00 EDT,29.35,53.08,,2.68,87.0,,,,E,,,,30.24
AN142,04/16/2015 09:00 EDT,29.35,53.44,93.0,2.68,91.0,,51.45,,E,28.77,,,30.24
AN142,04/16/2015 10:00 EDT,29.35,53.98,92.0,2.68,101.0,,51.68,,E,28.75,,,30.24
AN142,04/16/2015 11:00 EDT,29.35,54.52,90.0,2.68,90.0,,51.62,,E,28.74,,,30.24
AN142,04/16/2015 12:00 EDT,29.38,54.16,89.0,2.46,84.0,,50.96,,E,28.81,,,30.27
AN142,04/16/2015 13:00 EDT,29.38,54.16,89.0,2.24,83.0,,50.96,,E,28.81,,,30.27
AN142,04/16/2015 14:00 EDT,29.35,54.88,86.0,2.46,85.0,,50.73,,E,28.78,,,30.24
AN142,04/16/2015 15:00 EDT,29.35,54.88,86.0,2.46,85.0,,50.73,,E,28.78,,,30.24
AN142,04/16/2015 16:00 EDT,29.32,56.32,85.0,2.01,92.0,,51.83,,E,28.68,,,30.21
AN142,04/16/2015 17:00 EDT,29.32,56.5,87.0,1.57,96.0,,52.64,,E,28.63,,,30.21
AN142,04/16/2015 18:00 EDT,29.29,56.68,88.0,1.57,86.0,,53.13,,E,28.57,,,30.18
AN142,04/16/2015 19:00 EDT,29.32,56.32,91.0,1.12,62.0,,53.7,,ENE,28.58,,,30.21
AN142,04/16/2015 20:00 EDT,29.29,56.32,90.0,1.57,90.0,,53.4,,E,28.56,,,30.18
AN142,04/16/2015 21:00 EDT,29.32,55.96,92.0,0.45,97.0,,53.65,,E,28.59,,,30.21
AN142,04/16/2015 22:00 EDT,29.35,55.24,92.0,1.12,104.0,,52.93,,ESE,28.67,,,30.24
AN142,04/16/2015 23:00 EDT,29.32,54.7,,2.01,115.0,,,,ESE,,,,30.21
AN142,04/17/2015 00:00 EDT,29.29,54.52,,1.79,99.0,,,,E,,,,30.18
AN142,04/17/2015 01:00 EDT,29.29,54.52,,1.79,99.0,,,,E,,,,30.18
AN142,04/17/2015 03:00 EDT,29.26,54.7,,1.12,89.0,,,,E,,,,30.15
AN142,04/17/2015 04:00 EDT,29.26,54.7,,1.34,83.0,,,,E,,,,30.15
AN142,04/17/2015 05:00 EDT,29.23,54.7,,1.34,92.0,,,,E,,,,30.12
AN142,04/17/2015 06:00 EDT,29.26,54.88,,1.12,81.0,,,,E,,,,30.15
AN142,04/17/2015 07:00 EDT,29.26,54.7,,1.12,81.0,,,,E,,,,30.15
AN142,04/17/2015 08:00 EDT,29.26,54.7,,1.34,89.0,,,,E,,,,30.15
AN142,04/17/2015 09:00 EDT,29.29,55.24,,0.89,84.0,,,,E,,,,30.18
AN142,04/17/2015 10:00 EDT,29.26,55.96,,1.34,96.0,,,,E,,,,30.15
AN142,04/17/2015 11:00 EDT,29.26,56.68,,1.12,115.0,,,,ESE,,,,30.15
AN142,04/17/2015 12:00 EDT,29.26,57.76,,1.12,99.0,,,,E,,,,30.15
AN142,04/17/2015 13:00 EDT,29.23,58.66,,1.34,106.0,,,,ESE,,,,30.12
AN142,04/17/2015 14:00 EDT,29.23,59.56,,1.12,116.0,,,,ESE,,,,30.12
AN142,04/17/2015 16:00 EDT,29.18,61.18,,0.89,90.0,,,,E,,,,30.07
AN142,04/17/2015 17:00 EDT,29.15,61.54,,0.89,111.0,,,,ESE,,,,30.03
AN142,04/17/2015 18:00 EDT,29.15,61.72,,0.67,107.0,,,,ESE,,,,30.03
AN142,04/17/2015 19:00 EDT,29.15,61.72,,0.22,265.0,,,,W,,,,30.03
AN142,04/17/2015 20:00 EDT,29.15,61.72,,0.45,95.0,,,,E,,,,30.03
AN142,04/17/2015 21:00 EDT,29.15,61.72,,0.67,119.0,,,,ESE,,,,30.03
AN142,04/17/2015 22:00 EDT,29.15,61.54,,0.45,86.0,,,,E,,,,30.03
AN142,04/17/2015 23:00 EDT,29.15,61.54,,0.89,84.0,,,,E,,,,30.03
AN142,04/18/2015 00:00 EDT,29.15,61.54,,0.89,100.0,,,,E,,,,30.03
AN142,04/18/2015 01:00 EDT,29.15,61.54,,0.89,100.0,,,,E,,,,30.03
AN142,04/18/2015 03:00 EDT,29.12,61.54,,0.67,71.0,,,,ENE,,,,30.0
AN142,04/18/2015 04:00 EDT,29.09,61.72,,0.67,65.0,,,,ENE,,,,29.97
AN142,04/18/2015 05:00 EDT,29.09,61.72,,0.67,72.0,,,,ENE,,,,29.97
AN142,04/18/2015 06:00 EDT,29.09,61.9,,0.45,63.0,,,,ENE,,,,29.97
AN142,04/18/2015 08:00 EDT,29.12,62.08,,0.45,75.0,,,,ENE,,,,30.0
AN142,04/18/2015 09:00 EDT,29.12,62.62,,0.45,68.0,,,,ENE,,,,30.0
AN142,04/18/2015 10:00 EDT,29.12,63.52,,0.67,82.0,,,,E,,,,30.0
AN142,04/18/2015 11:00 EDT,29.12,64.6,,1.12,82.0,,,,E,,,,30.0
AN142,04/18/2015 12:00 EDT,29.12,65.86,,1.34,105.0,,,,ESE,,,,30.0
AN142,04/18/2015 13:00 EDT,29.12,67.48,,1.34,133.0,,,,SE,,,,30.0
AN142,04/18/2015 14:00 EDT,29.12,68.92,86.0,1.79,147.0,,64.53,,SSE,27.43,,,30.0
AN142,04/18/2015 15:00 EDT,29.09,71.08,83.0,1.79,115.0,,65.63,,ESE,27.27,,,29.97
AN142,04/18/2015 16:00 EDT,29.06,71.44,81.0,1.57,108.0,,65.28,,ESE,27.27,,,29.94
AN142,04/18/2015 17:00 EDT,29.06,68.92,81.0,1.57,126.0,,62.82,,SE,27.51,,,29.94
AN142,04/18/2015 18:00 EDT,29.06,68.74,,1.12,101.0,,,,E,,,,29.94
AN142,04/18/2015 19:00 EDT,29.03,68.74,,1.12,103.0,,,,ESE,,,,29.91
AN142,04/18/2015 20:00 EDT,29.06,67.3,,0.45,60.0,,,,ENE,,,,29.94
AN142,04/18/2015 21:00 EDT,29.06,65.68,,0.22,61.0,,,,ENE,,,,29.94
AN142,04/18/2015 22:00 EDT,29.06,64.6,,0.22,83.0,,,,E,,,,29.94
AN142,04/18/2015 23:00 EDT,29.09,64.06,,0.0,,,,,,,,,29.97
AN142,04/19/2015 00:00 EDT,29.09,64.42,,0.45,83.0,,,,E,,,,29.97
AN142,04/19/2015 01:00 EDT,29.09,64.42,,0.45,83.0,,,,E,,,,29.97
AN142,04/19/2015 03:00 EDT,29.03,65.5,,1.34,105.0,,,,ESE,,,,29.91
AN142,04/19/2015 04:00 EDT,29.0,65.68,,1.57,114.0,,,,ESE,,,,29.88
AN142,04/19/2015 05:00 EDT,29.0,65.86,,1.79,119.0,,,,ESE,,,,29.88
AN142,04/19/2015 06:00 EDT,28.97,65.68,,1.57,106.0,,,,ESE,,,,29.85
AN142,04/19/2015 07:00 EDT,28.97,65.68,,1.79,115.0,,,,ESE,,,,29.85
AN142,04/19/2015 08:00 EDT,29.0,65.68,,1.57,130.0,,,,SE,,,,29.88
AN142,04/19/2015 09:00 EDT,28.97,66.04,,1.57,121.0,,,,ESE,,,,29.85
AN142,04/19/2015 10:00 EDT,28.94,67.3,,2.24,123.0,,,,ESE,,,,29.82
AN142,04/19/2015 11:00 EDT,28.94,67.66,,2.46,125.0,,,,SE,,,,29.82
AN142,04/19/2015 12:00 EDT,28.97,68.02,,2.91,153.0,,,,SSE,,,,29.85
AN142,04/19/2015 13:00 EDT,28.94,67.48,,3.13,161.0,,,,SSE,,,,29.82
AN142,04/19/2015 14:00 EDT,28.94,66.76,,2.01,176.0,,,,S,,,,29.82
AN142,04/19/2015 15:00 EDT,28.91,67.3,,2.24,201.0,,,,SSW,,,,29.79
AN142,04/19/2015 16:00 EDT,28.91,67.84,,3.13,198.0,,,,SSW,,,,29.79
AN142,04/19/2015 17:00 EDT,28.85,68.02,,2.91,191.0,,,,S,,,,29.73
AN142,04/19/2015 18:00 EDT,28.85,68.2,,2.68,203.0,,,,SSW,,,,29.73
AN142,04/19/2015 19:00 EDT,28.85,68.56,88.0,2.68,218.0,,64.84,,SW,27.14,,,29.73
AN142,04/20/2015 08:00 EDT,28.88,64.78,,1.34,238.0,,,,WSW,,,,29.76
AN142,04/20/2015 09:00 EDT,28.88,65.86,,1.79,220.0,,,,SW,,,,29.76
AN142,04/20/2015 10:00 EDT,28.91,67.3,88.0,2.68,231.0,,63.6,,SW,27.32,,,29.79
AN142,04/20/2015 11:00 EDT,28.88,69.46,80.0,3.13,239.0,,62.99,,WSW,27.3,,,29.76
AN142,04/20/2015 12:00 EDT,28.91,71.08,73.0,2.68,223.0,,61.95,,SW,27.39,,,29.79
AN142,04/20/2015 13:00 EDT,28.91,71.08,72.0,3.36,220.0,,61.55,,SW,27.42,,,29.79
AN142,04/20/2015 14:00 EDT,28.88,72.88,68.0,3.58,218.0,,61.66,,SW,27.35,,,29.76
AN142,04/20/2015 15:00 EDT,28.88,72.88,68.0,3.58,218.0,,61.66,,SW,27.35,,,29.76
AN142,04/20/2015 17:00 EDT,28.82,75.22,52.0,3.8,237.0,,56.34,,WSW,27.64,,,29.69
AN142,04/20/2015 18:00 EDT,28.82,73.96,54.0,3.36,261.0,,56.22,,W,27.67,,,29.69
AN142,04/20/2015 19:00 EDT,28.82,72.34,55.0,3.13,279.0,,55.21,,W,27.75,,,29.69
AN142,04/20/2015 20:00 EDT,28.85,69.46,57.0,3.13,307.0,,53.49,,NW,27.93,,,29.73
AN142,04/20/2015 21:00 EDT,28.88,66.04,65.0,2.46,303.0,,53.87,,WNW,27.98,,,29.76
AN142,04/20/2015 22:00 EDT,28.94,64.06,65.0,2.68,304.0,,51.98,,NW,28.17,,,29.82
AN142,04/20/2015 23:00 EDT,28.97,62.08,64.0,2.68,303.0,,49.67,,WNW,28.35,,,29.85
AN142,04/21/2015 00:00 EDT,29.0,60.28,67.0,2.46,303.0,,49.19,,WNW,28.43,,,29.88
AN142,04/21/2015 01:00 EDT,29.0,60.28,67.0,2.46,303.0,,49.19,,WNW,28.43,,,29.88
AN142,04/21/2015 03:00 EDT,29.03,55.6,69.0,1.79,288.0,,45.5,,WNW,28.68,,,29.91
AN142,04/21/2015 04:00 EDT,29.03,53.26,74.0,1.79,291.0,,45.11,,WNW,28.72,,,29.91
AN142,04/21/2015 05:00 EDT,29.03,51.1,79.0,1.34,288.0,,44.75,,WNW,28.76,,,29.91
AN142,04/21/2015 06:00 EDT,29.03,49.66,82.0,1.34,297.0,,44.33,,WNW,28.8,,,29.91
AN142,04/21/2015 07:00 EDT,29.06,47.86,87.0,1.12,293.0,,44.13,,WNW,28.86,,,29.94
AN142,04/21/2015 08:00 EDT,29.09,47.5,89.0,0.67,307.0,,44.38,,NW,28.88,,,29.97
AN142,04/21/2015 09:00 EDT,29.09,51.82,80.0,0.89,284.0,,45.78,,WNW,28.78,,,29.97
AN142,04/21/2015 10:00 EDT,29.12,58.12,60.0,1.12,306.0,,44.2,,NW,28.8,,,30.0
AN142,04/21/2015 11:00 EDT,29.12,61.9,48.0,1.79,310.0,,41.87,,NW,28.85,,,30.0
AN142,04/21/2015 12:00 EDT,29.12,64.96,41.0,2.46,302.0,,40.57,,WNW,28.87,,,30.0
AN142,04/21/2015 13:00 EDT,29.12,67.12,39.0,2.91,294.0,,41.22,,WNW,28.83,,,30.0
AN142,04/21/2015 14:00 EDT,29.12,68.74,36.0,3.13,292.0,,40.61,,WNW,28.84,,,30.0
AN142,04/21/2015 15:00 EDT,29.09,70.18,34.0,2.91,302.0,,40.41,,WNW,28.8,,,29.97
AN142,04/21/2015 16:00 EDT,29.06,70.72,33.0,3.36,294.0,,40.12,,WNW,28.78,,,29.94
AN142,04/21/2015 17:00 EDT,29.06,70.72,34.0,2.46,298.0,,40.89,,WNW,28.75,,,29.94
AN142,04/21/2015 18:00 EDT,29.06,69.28,28.0,3.13,296.0,,34.69,,WNW,28.98,,,29.94
AN142,04/21/2015 19:00 EDT,29.06,66.76,29.0,3.36,300.0,,33.37,,WNW,29.04,,,29.94
AN142,04/21/2015 20:00 EDT,29.06,63.34,33.0,1.79,303.0,,33.6,,WNW,29.06,,,29.94
AN142,04/21/2015 21:00 EDT,29.06,58.84,40.0,0.89,296.0,,34.41,,WNW,29.07,,,29.94
AN142,04/21/2015 22:00 EDT,29.09,54.7,53.0,0.45,308.0,,37.76,,NW,29.03,,,29.97
AN142,04/21/2015 23:00 EDT,29.09,51.82,66.0,0.45,325.0,,40.71,,NW,28.97,,,29.97
AN142,04/22/2015 00:00 EDT,29.12,49.48,78.0,0.22,335.0,,42.83,,NNW,28.95,,,30.0
AN142,04/22/2015 01:00 EDT,29.12,49.48,78.0,0.22,335.0,,42.83,,NNW,28.95,,,30.0
AN142,04/22/2015 03:00 EDT,29.12,45.88,90.0,0.22,10.0,,43.08,,N,28.98,,,30.0
AN142,04/22/2015 04:00 EDT,29.09,44.26,,0.22,329.0,,,,NNW,,,,29.97
AN142,04/22/2015 05:00 EDT,29.09,43.9,,0.22,347.0,,,,NNW,,,,29.97
AN142,04/22/2015 06:00 EDT,29.09,43.18,,0.22,36.0,,,,NE,,,,29.97
AN142,04/22/2015 07:00 EDT,29.09,42.82,,0.0,,,,,,,,,29.97
AN142,04/22/2015 08:00 EDT,29.12,43.18,,0.45,315.0,,,,NW,,,,30.0
AN142,04/22/2015 09:00 EDT,29.12,47.68,,0.22,165.0,,,,SSE,,,,30.0
AN142,04/22/2015 10:00 EDT,29.12,58.48,70.0,1.57,278.0,,48.65,,W,28.6,,,30.0
AN142,04/22/2015 11:00 EDT,29.12,65.86,48.0,3.36,293.0,,45.52,,WNW,28.66,,,30.0
AN142,04/22/2015 12:00 EDT,29.12,70.36,47.0,2.46,275.0,,49.09,,W,28.44,,,30.0
AN142,04/22/2015 13:00 EDT,29.09,73.78,41.0,3.36,299.0,,48.55,,WNW,28.4,,,29.97
AN142,04/22/2015 14:00 EDT,29.09,75.58,36.0,3.58,297.0,,46.71,,WNW,28.48,,,29.97
AN142,04/22/2015 15:00 EDT,29.06,76.48,35.0,3.8,298.0,,46.76,,WNW,28.44,,,29.94
AN142,04/22/2015 16:00 EDT,29.06,77.02,35.0,3.58,295.0,,47.24,,WNW,28.41,,,29.94
AN142,04/22/2015 17:00 EDT,29.03,77.38,35.0,2.91,284.0,,47.56,,WNW,28.36,,,29.91
AN142,04/22/2015 18:00 EDT,29.03,77.02,35.0,3.13,290.0,,47.24,,WNW,28.38,,,29.91
AN142,04/22/2015 19:00 EDT,29.03,74.86,37.0,2.68,298.0,,46.79,,WNW,28.42,,,29.91
AN142,04/22/2015 20:00 EDT,29.03,71.44,44.0,1.57,306.0,,48.32,,NW,28.37,,,29.91
AN142,04/22/2015 21:00 EDT,29.03,66.94,54.0,0.67,326.0,,49.66,,NW,28.35,,,29.91
AN142,04/22/2015 22:00 EDT,29.03,64.06,62.0,0.67,329.0,,50.69,,NNW,28.33,,,29.91
AN142,04/22/2015 23:00 EDT,29.06,61.54,71.0,0.45,330.0,,51.98,,NNW,28.33,,,29.94
AN142,04/23/2015 00:00 EDT,29.06,61.54,72.0,0.45,278.0,,52.36,,W,28.31,,,29.94
AN142,04/23/2015 01:00 EDT,29.06,61.54,72.0,0.45,278.0,,52.36,,W,28.31,,,29.94
AN142,04/23/2015 03:00 EDT,29.06,57.22,85.0,0.89,311.0,,52.71,,NW,28.35,,,29.94
AN142,04/23/2015 04:00 EDT,29.06,56.86,85.0,0.67,324.0,,52.36,,NW,28.37,,,29.94
AN142,04/23/2015 05:00 EDT,29.06,55.6,,0.89,302.0,,,,WNW,,,,29.94
AN142,04/23/2015 06:00 EDT,29.06,55.06,,0.89,276.0,,,,W,,,,29.94
AN142,04/23/2015 07:00 EDT,29.09,54.7,,1.12,279.0,,,,W,,,,29.97
AN142,04/23/2015 08:00 EDT,29.09,55.06,,1.12,273.0,,,,W,,,,29.97
AN142,04/23/2015 09:00 EDT,29.12,56.68,80.0,1.12,277.0,,50.52,,W,28.53,,,30.0
