# STATION: AN142
# STATION NAME: South Dekalb
# LATITUDE: 33.69060
# LONGITUDE: -84.27310
# ELEVATION [ft]: 825
# STATE: GA
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,wet_bulb_temperature_set_1d,altimeter_set_1d
,,INHG,Fahrenheit,%,Miles/hour,Degrees,Inches,Fahrenheit,Fahrenheit,Code,INHG,Fahrenheit,Fahrenheit,INHG
AN142,01/01/2015 02:00 EST,29.47,32.92,37.0,0.67,292.0,,9.26,,WNW,30.11,,,30.36
AN142,01/01/2015 03:00 EST,29.47,32.02,37.0,0.89,281.0,,8.46,,W,30.12,,,30.36
AN142,01/01/2015 04:00 EST,29.47,31.66,,0.45,264.0,,,,W,,,,30.36
AN142,01/01/2015 05:00 EST,29.44,31.12,,0.67,335.0,,,,NNW,,,,30.33
AN142,01/01/2015 06:00 EST,29.44,30.22,,0.67,297.0,,,,WNW,,,,30.33
AN142,01/01/2015 07:00 EST,29.44,29.86,,0.89,301.0,,,,WNW,,,,30.33
AN142,01/01/2015 08:00 EST,29.47,29.86,,0.89,296.0,,,,WNW,,,,30.36
AN142,01/01/2015 09:00 EST,29.47,30.94,,0.22,201.0,,,,SSW,,,,30.36
AN142,01/01/2015 10:00 EST,29.47,36.52,79.0,1.34,227.0,,30.55,,SW,29.78,,,30.36
AN142,01/01/2015 11:00 EST,29.47,43.54,63.0,1.57,249.0,,31.64,,WSW,29.7,,,30.36
AN142,01/01/2015 12:00 EST,29.47,49.12,39.0,1.57,248.0,,25.02,,WSW,29.79,,,30.36
AN142,01/01/2015 13:00 EST,29.41,52.18,31.0,1.79,219.0,,22.25,,SW,29.76,,,30.3
AN142,01/01/2015 14:00 EST,29.38,55.06,28.0,2.24,280.0,,22.35,,W,29.71,,,30.27
AN142,01/01/2015 15:00 EST,29.38,55.06,28.0,2.24,280.0,,22.35,,W,29.71,,,30.27
AN142,01/01/2015 16:00 EST,29.38,55.6,34.0,1.34,273.0,,27.49,,W,29.6,,,30.27
AN142,01/01/2015 17:00 EST,29.38,53.62,43.0,0.45,304.0,,31.49,,NW,29.52,,,30.27
AN142,01/01/2015 18:00 EST,29.38,51.64,45.0,0.45,325.0,,30.81,,NW,29.55,,,30.27
AN142,01/01/2015 19:00 EST,29.38,49.3,52.0,0.0,,,32.25,,,29.54,,,30.27
AN142,01/01/2015 20:00 EST,29.41,48.58,58.0,0.67,298.0,,34.33,,WNW,29.52,,,30.3
AN142,01/01/2015 21:00 EST,29.44,46.06,72.0,0.67,287.0,,37.44,,WNW,29.49,,,30.33
AN142,01/01/2015 22:00 EST,29.47,43.18,85.0,0.89,290.0,,38.92,,WNW,29.51,,,30.36
AN142,01/01/2015 23:00 EST,29.47,42.28,85.0,0.0,,,38.04,,,29.54,,,30.36
AN142,01/02/2015 00:00 EST,29.47,42.28,,0.0,,,,,,,,,30.36
AN142,01/02/2015 02:00 EST,29.38,41.02,,0.22,290.0,,,,WNW,,,,30.27
AN142,01/02/2015 03:00 EST,29.38,41.38,,0.0,,,,,,,,,30.27
AN142,01/02/2015 04:00 EST,29.38,41.92,,0.45,193.0,,,,SSW,,,,30.27
AN142,01/02/2015 05:00 EST,29.38,41.92,,0.22,317.0,,,,NW,,,,30.27
AN142,01/02/2015 06:00 EST,29.38,42.46,,0.22,278.0,,,,W,,,,30.27
AN142,01/02/2015 07:00 EST,29.38,42.82,,0.45,138.0,,,,SE,,,,30.27
AN142,01/02/2015 08:00 EST,29.38,43.0,,0.45,309.0,,,,NW,,,,30.27
AN142,01/02/2015 09:00 EST,29.41,43.54,,0.22,182.0,,,,S,,,,30.3
AN142,01/02/2015 10:00 EST,29.41,44.26,,0.22,55.0,,,,NE,,,,30.3
AN142,01/02/2015 11:00 EST,29.44,45.88,,0.22,181.0,,,,S,,,,30.33
AN142,01/02/2015 12:00 EST,29.44,47.14,,0.22,275.0,,,,W,,,,30.33
AN142,01/02/2015 13:00 EST,29.41,47.86,,0.45,128.0,,,,SE,,,,30.3
AN142,01/02/2015 14:00 EST,29.38,48.22,,0.45,97.0,,,,E,,,,30.27
AN142,01/02/2015 15:00 EST,29.41,47.86,,0.22,34.0,,,,NE,,,,30.3
AN142,01/02/2015 16:00 EST,29.41,46.96,,0.45,79.0,,,,E,,,,30.3
AN142,01/02/2015 17:00 EST,29.41,47.32,,0.67,97.0,,,,E,,,,30.3
AN142,01/02/2015 18:00 EST,29.41,47.32,,0.89,122.0,,,,ESE,,,,30.3
AN142,01/02/2015 19:00 EST,29.41,47.14,,0.67,111.0,,,,ESE,,,,30.3
AN142,01/02/2015 20:00 EST,29.41,47.14,,0.67,102.0,,,,ESE,,,,30.3
AN142,01/02/2015 21:00 EST,29.41,46.96,,1.34,122.0,,,,ESE,,,,30.3
AN142,01/02/2015 22:00 EST,29.41,46.6,,1.34,114.0,,,,ESE,,,,30.3
AN142,01/02/2015 23:00 EST,29.41,46.78,,2.01,103.0,,,,ESE,,,,30.3
AN142,01/03/2015 00:00 EST,29.41,46.78,,2.01,103.0,,,,ESE,,,,30.3
AN142,01/03/2015 02:00 EST,29.38,47.32,,1.34,91.0,,,,E,,,,30.27
AN142,01/03/2015 03:00 EST,29.38,47.32,,2.01,96.0,,,,E,,,,30.27
AN142,01/03/2015 04:00 EST,29.35,47.68,,1.79,86.0,,,,E,,,,30.24
AN142,01/03/2015 05:00 EST,29.35,47.68,,2.01,93.0,,,,E,,,,30.24
AN142,01/03/2015 06:00 EST,29.35,48.04,,2.01,89.0,,,,E,,,,30.24
AN142,01/03/2015 07:00 EST,29.35,48.4,,1.79,89.0,,,,E,,,,30.24
AN142,01/03/2015 08:00 EST,29.35,48.76,,2.46,94.0,,,,E,,,,30.24
AN142,01/03/2015 09:00 EST,29.38,49.12,,2.46,104.0,,,,ESE,,,,30.27
AN142,01/03/2015 10:00 EST,29.38,49.66,,2.46,103.0,,,,ESE,,,,30.27
AN142,01/03/2015 11:00 EST,29.38,50.38,,2.46,112.0,,,,ESE,,,,30.27
AN142,01/03/2015 12:00 EST,29.35,50.92,,2.46,98.0,,,,E,,,,30.24
AN142,01/03/2015 13:00 EST,29.32,51.64,,2.01,103.0,,,,ESE,,,,30.21
AN142,01/03/2015 14:00 EST,29.29,52.18,,2.24,101.0,,,,E,,,,30.18
AN142,01/03/2015 15:00 EST,29.26,52.72,,2.24,105.0,,,,ESE,,,,30.15
AN142,01/03/2015 16:00 EST,29.26,52.9,,2.01,101.0,,,,E,,,,30.15
AN142,01/03/2015 17:00 EST,29.26,53.08,,1.34,81.0,,,,E,,,,30.15
AN142,01/03/2015 18:00 EST,29.26,53.08,,2.24,89.0,,,,E,,,,30.15
AN142,01/03/2015 19:00 EST,29.23,52.9,,2.01,95.0,,,,E,,,,30.12
AN142,01/03/2015 20:00 EST,29.26,52.9,,2.01,97.0,,,,E,,,,30.15
AN142,01/03/2015 21:00 EST,29.23,53.08,,2.24,106.0,,,,ESE,,,,30.12
AN142,01/03/2015 22:00 EST,29.23,53.44,,2.46,108.0,,,,ESE,,,,30.12
AN142,01/03/2015 23:00 EST,29.23,53.98,,1.12,75.0,,,,ENE,,,,30.12
AN142,01/04/2015 00:00 EST,29.23,53.98,,1.12,75.0,,,,ENE,,,,30.12
AN142,01/04/2015 02:00 EST,29.21,57.58,,0.45,73.0,,,,ENE,,,,30.1
AN142,01/04/2015 03:00 EST,29.21,57.94,,1.12,72.0,,,,ENE,,,,30.1
AN142,01/04/2015 04:00 EST,29.18,58.3,,1.34,73.0,,,,ENE,,,,30.07
AN142,01/04/2015 05:00 EST,29.15,59.74,,1.57,61.0,,,,ENE,,,,30.03
AN142,01/04/2015 06:00 EST,29.15,61.54,,1.79,292.0,,,,WNW,,,,30.03
AN142,01/04/2015 07:00 EST,29.18,60.64,,1.34,197.0,,,,SSW,,,,30.07
AN142,01/04/2015 08:00 EST,29.18,59.74,,0.67,188.0,,,,S,,,,30.07
AN142,01/04/2015 09:00 EST,29.18,59.74,,1.79,169.0,,,,S,,,,30.07
AN142,01/04/2015 10:00 EST,29.21,60.1,,2.24,185.0,,,,S,,,,30.1
AN142,01/04/2015 11:00 EST,29.21,60.46,,2.01,232.0,,,,SW,,,,30.1
AN142,01/04/2015 12:00 EST,29.18,60.82,,2.01,253.0,,,,WSW,,,,30.07
AN142,01/04/2015 13:00 EST,29.18,61.9,,3.13,267.0,,,,W,,,,30.07
AN142,01/04/2015 14:00 EST,29.18,62.98,84.0,2.68,261.0,,58.03,,W,28.07,,,30.07
AN142,01/04/2015 15:00 EST,29.18,63.88,77.0,3.13,271.0,,56.48,,W,28.16,,,30.07
AN142,01/04/2015 16:00 EST,29.21,60.46,69.0,4.25,289.0,,50.16,,WNW,28.59,,,30.1
AN142,01/04/2015 17:00 EST,29.26,57.94,68.0,2.46,283.0,,47.35,,WNW,28.81,,,30.15
AN142,01/04/2015 18:00 EST,29.29,54.88,69.0,3.58,300.0,,44.81,,WNW,28.98,,,30.18
AN142,01/04/2015 19:00 EST,29.35,50.92,72.0,2.68,319.0,,42.12,,NW,29.19,,,30.24
AN142,01/04/2015 20:00 EST,29.38,48.04,71.0,3.58,306.0,,38.99,,NW,29.36,,,30.27
AN142,01/04/2015 21:00 EST,29.41,46.24,72.0,3.13,302.0,,37.61,,WNW,29.45,,,30.3
AN142,01/04/2015 22:00 EST,29.41,45.34,73.0,3.36,304.0,,37.1,,NW,29.48,,,30.3
AN142,01/04/2015 23:00 EST,29.44,44.44,76.0,3.13,305.0,,37.26,,NW,29.51,,,30.33
AN142,01/05/2015 00:00 EST,29.44,44.44,76.0,3.13,305.0,,37.26,,NW,29.51,,,30.33
AN142,01/05/2015 02:00 EST,29.47,42.64,80.0,2.01,306.0,,36.83,,NW,29.57,,,30.36
AN142,01/05/2015 03:00 EST,29.47,42.46,78.0,1.79,320.0,,36.01,,NW,29.6,,,30.36
AN142,01/05/2015 04:00 EST,29.47,41.92,76.0,2.24,320.0,,34.82,,NW,29.63,,,30.36
AN142,01/05/2015 05:00 EST,29.5,40.48,75.0,1.79,330.0,,33.09,,NNW,29.72,,,30.4
AN142,01/05/2015 06:00 EST,29.5,39.22,77.0,1.57,326.0,,32.53,,NW,29.74,,,30.4
AN142,01/05/2015 07:00 EST,29.53,37.96,75.0,1.79,332.0,,30.65,,NNW,29.83,,,30.43
AN142,01/05/2015 08:00 EST,29.56,37.06,78.0,1.12,332.0,,30.76,,NNW,29.87,,,30.46
AN142,01/05/2015 09:00 EST,29.59,37.24,75.0,1.34,326.0,,29.95,,NW,29.91,,,30.49
AN142,01/05/2015 10:00 EST,29.62,38.86,67.0,2.01,325.0,,28.71,,NW,29.95,,,30.52
AN142,01/05/2015 11:00 EST,29.65,40.3,59.0,1.79,329.0,,26.96,,NNW,30.01,,,30.55
AN142,01/05/2015 12:00 EST,29.65,43.54,49.0,1.34,338.0,,25.46,,NNW,30.01,,,30.55
AN142,01/05/2015 13:00 EST,29.62,45.88,44.0,2.01,331.0,,25.0,,NNW,29.97,,,30.52
AN142,01/05/2015 14:00 EST,29.59,47.14,41.0,1.79,324.0,,24.44,,NW,29.94,,,30.49
AN142,01/05/2015 15:00 EST,29.59,48.4,38.0,1.57,320.0,,23.75,,NW,29.95,,,30.49
AN142,01/05/2015 16:00 EST,29.56,48.4,38.0,1.57,331.0,,23.75,,NNW,29.91,,,30.46
AN142,01/05/2015 17:00 EST,29.56,45.88,42.0,1.34,325.0,,23.88,,NW,29.93,,,30.46
AN142,01/05/2015 18:00 EST,29.56,42.28,52.0,0.45,342.0,,25.73,,NNW,29.92,,,30.46
AN142,01/05/2015 19:00 EST,29.56,39.04,55.0,0.22,291.0,,24.07,,WNW,29.97,,,30.46
AN142,01/05/2015 20:00 EST,29.56,37.42,60.0,0.22,261.0,,24.65,,W,29.98,,,30.46
AN142,01/05/2015 21:00 EST,29.53,36.16,63.0,0.45,282.0,,24.64,,WNW,29.96,,,30.43
AN142,01/05/2015 22:00 EST,29.53,34.72,67.0,0.0,,,24.76,,,29.97,,,30.43
AN142,01/05/2015 23:00 EST,29.53,32.74,76.0,0.45,343.0,,25.92,,NNW,29.96,,,30.43
AN142,01/06/2015 00:00 EST,29.53,32.74,76.0,0.45,343.0,,25.92,,NNW,29.96,,,30.43
AN142,01/06/2015 02:00 EST,29.5,29.32,90.0,0.22,355.0,,26.71,,N,29.95,,,30.4
AN142,01/06/2015 03:00 EST,29.5,28.6,93.0,0.0,,,26.81,,,29.95,,,30.4
AN142,01/06/2015 04:00 EST,29.5,28.06,94.0,0.22,308.0,,26.53,,NW,29.96,,,30.4
AN142,01/06/2015 05:00 EST,29.47,27.7,72.0,0.67,305.0,,19.75,,NW,30.03,,,30.36
AN142,01/06/2015 06:00 EST,29.47,27.52,67.0,0.89,282.0,,17.87,,WNW,30.05,,,30.36
AN142,01/06/2015 07:00 EST,29.47,27.34,44.0,0.67,306.0,,8.09,,NW,30.15,,,30.36
AN142,01/06/2015 08:00 EST,29.47,26.98,59.0,0.45,294.0,,14.4,,WNW,30.09,,,30.36
AN142,01/06/2015 09:00 EST,29.47,28.42,69.0,1.12,262.0,,19.43,,W,30.03,,,30.36
AN142,01/06/2015 10:00 EST,29.47,36.34,75.0,2.24,270.0,,29.08,,W,29.81,,,30.36
AN142,01/06/2015 11:00 EST,29.47,44.98,53.0,3.36,293.0,,28.71,,WNW,29.75,,,30.36
AN142,01/06/2015 12:00 EST,29.44,50.2,39.0,3.36,301.0,,26.0,,WNW,29.74,,,30.33
AN142,01/06/2015 13:00 EST,29.38,52.72,34.0,3.13,312.0,,24.93,,NW,29.68,,,30.27
AN142,01/06/2015 14:00 EST,29.38,53.62,34.0,2.91,309.0,,25.73,,NW,29.66,,,30.27
AN142,01/06/2015 15:00 EST,29.35,53.8,35.0,2.46,321.0,,26.59,,NW,29.61,,,30.24
AN142,01/06/2015 16:00 EST,29.35,52.9,39.0,3.58,302.0,,28.43,,WNW,29.57,,,30.24
AN142,01/06/2015 17:00 EST,29.35,52.36,42.0,2.46,288.0,,29.76,,WNW,29.54,,,30.24
AN142,01/06/2015 18:00 EST,29.32,49.66,49.0,2.24,303.0,,31.11,,WNW,29.5,,,30.21
AN142,01/06/2015 19:00 EST,29.35,46.6,53.0,1.57,306.0,,30.22,,NW,29.58,,,30.24
AN142,01/06/2015 20:00 EST,29.35,44.98,57.0,2.01,299.0,,30.51,,WNW,29.59,,,30.24
AN142,01/06/2015 21:00 EST,29.35,43.54,60.0,2.01,292.0,,30.43,,WNW,29.6,,,30.24
AN142,01/06/2015 22:00 EST,29.35,42.1,62.0,2.01,298.0,,29.88,,WNW,29.62,,,30.24
AN142,01/06/2015 23:00 EST,29.35,40.84,65.0,2.01,294.0,,29.85,,WNW,29.63,,,30.24
AN142,01/07/2015 00:00 EST,29.35,40.84,65.0,2.01,294.0,,29.85,,WNW,29.63,,,30.24
AN142,01/07/2015 02:00 EST,29.35,37.6,69.0,1.12,308.0,,28.23,,NW,29.7,,,30.24
AN142,01/07/2015 10:00 EST,29.41,35.44,55.0,2.01,313.0,,20.7,,NW,29.9,,,30.3
AN142,01/07/2015 11:00 EST,29.41,36.52,54.0,2.24,321.0,,21.27,,NW,29.88,,,30.3
AN142,01/07/2015 12:00 EST,29.38,37.6,53.0,2.24,320.0,,21.83,,NW,29.84,,,30.27
AN142,01/07/2015 13:00 EST,29.38,37.6,53.0,2.24,320.0,,21.83,,NW,29.84,,,30.27
AN142,01/08/2015 09:00 EST,29.71,12.76,67.0,0.22,32.0,,3.76,,NNE,30.5,,,30.61
AN142,01/08/2015 10:00 EST,29.71,16.9,52.0,2.01,92.0,,2.14,,E,30.49,,,30.61
AN142,01/08/2015 11:00 EST,29.71,20.86,43.0,2.46,102.0,,1.68,,ESE,30.47,,,30.61
AN142,01/08/2015 12:00 EST,29.68,24.1,37.0,2.46,98.0,,1.37,,E,30.42,,,30.58
AN142,01/08/2015 13:00 EST,29.62,27.52,31.0,2.68,110.0,,0.61,,ESE,30.35,,,30.52
AN142,01/08/2015 14:00 EST,29.59,29.86,28.0,2.68,112.0,,0.49,,ESE,30.31,,,30.49
AN142,01/08/2015 15:00 EST,29.59,31.66,26.0,1.79,198.0,,0.47,,SSW,30.3,,,30.49
AN142,01/08/2015 16:00 EST,29.59,32.02,25.0,1.79,222.0,,-0.06,,SW,30.3,,,30.49
AN142,01/08/2015 17:00 EST,29.56,32.02,27.0,1.57,162.0,,1.58,,SSE,30.26,,,30.46
AN142,01/08/2015 18:00 EST,29.56,30.4,29.0,1.34,143.0,,1.71,,SE,30.27,,,30.46
AN142,01/08/2015 19:00 EST,29.53,27.88,37.0,1.57,97.0,,4.75,,E,30.23,,,30.43
AN142,01/08/2015 20:00 EST,29.53,26.26,43.0,1.12,100.0,,6.59,,E,30.22,,,30.43
AN142,01/08/2015 21:00 EST,29.53,24.64,49.0,0.45,111.0,,8.01,,ESE,30.22,,,30.43
AN142,01/08/2015 22:00 EST,29.5,25.0,43.0,1.57,171.0,,5.45,,S,30.21,,,30.4
AN142,01/08/2015 23:00 EST,29.5,25.18,42.0,0.45,130.0,,5.09,,SE,30.21,,,30.4
AN142,01/09/2015 00:00 EST,29.5,25.18,42.0,0.45,130.0,,5.09,,SE,30.21,,,30.4
AN142,01/09/2015 02:00 EST,29.44,20.86,73.0,0.45,358.0,,13.47,,N,30.11,,,30.33
AN142,01/09/2015 03:00 EST,29.47,19.78,76.0,0.67,281.0,,13.35,,W,30.15,,,30.36
AN142,01/09/2015 04:00 EST,29.47,18.7,80.0,0.22,309.0,,13.48,,NW,30.15,,,30.36
AN142,01/09/2015 05:00 EST,29.44,18.16,85.0,0.22,294.0,,14.36,,WNW,30.12,,,30.33
AN142,01/09/2015 06:00 EST,29.44,17.8,88.0,0.67,282.0,,14.81,,WNW,30.12,,,30.33
AN142,01/09/2015 07:00 EST,29.44,17.98,89.0,0.89,291.0,,15.25,,WNW,30.11,,,30.33
AN142,01/09/2015 08:00 EST,29.44,18.52,88.0,1.12,299.0,,15.52,,WNW,30.1,,,30.33
AN142,01/09/2015 09:00 EST,29.44,21.76,76.0,1.57,280.0,,15.27,,W,30.09,,,30.33
AN142,01/09/2015 10:00 EST,29.47,28.96,48.0,2.68,299.0,,11.53,,WNW,30.11,,,30.36
AN142,01/09/2015 11:00 EST,29.47,33.28,36.0,2.46,306.0,,8.97,,NW,30.11,,,30.36
AN142,01/09/2015 12:00 EST,29.47,36.52,31.0,1.79,317.0,,8.51,,NW,30.09,,,30.36
AN142,01/09/2015 13:00 EST,29.41,39.76,28.0,2.24,309.0,,9.08,,NW,30.01,,,30.3
AN142,01/09/2015 14:00 EST,29.38,39.94,31.0,2.24,308.0,,11.51,,NW,29.95,,,30.27
AN142,01/09/2015 15:00 EST,29.38,39.94,35.0,2.24,302.0,,14.27,,WNW,29.92,,,30.27
AN142,01/09/2015 16:00 EST,29.41,39.94,37.0,2.68,309.0,,15.54,,NW,29.94,,,30.3
AN142,01/09/2015 17:00 EST,29.41,39.04,39.0,2.01,310.0,,15.95,,NW,29.94,,,30.3
AN142,01/09/2015 18:00 EST,29.41,36.7,43.0,2.24,311.0,,16.09,,NW,29.95,,,30.3
AN142,01/09/2015 19:00 EST,29.44,35.44,45.0,2.46,304.0,,16.0,,NW,29.99,,,30.33
AN142,01/09/2015 20:00 EST,29.47,34.36,49.0,1.79,297.0,,16.98,,WNW,30.02,,,30.36
AN142,01/09/2015 21:00 EST,29.47,32.56,54.0,1.79,301.0,,17.58,,WNW,30.02,,,30.36
AN142,01/09/2015 22:00 EST,29.47,31.12,56.0,1.34,288.0,,17.08,,WNW,30.04,,,30.36
AN142,01/09/2015 23:00 EST,29.47,31.12,55.0,0.45,307.0,,16.66,,NW,30.04,,,30.36
AN142,01/10/2015 00:00 EST,29.47,31.12,55.0,0.45,307.0,,16.66,,NW,30.04,,,30.36
AN142,01/10/2015 02:00 EST,29.5,28.96,54.0,0.67,316.0,,14.22,,NW,30.11,,,30.4
AN142,01/10/2015 03:00 EST,29.53,28.06,53.0,0.89,320.0,,12.95,,NW,30.16,,,30.43
AN142,01/10/2015 04:00 EST,29.53,27.16,47.0,1.12,336.0,,9.4,,NNW,30.2,,,30.43
AN142,01/10/2015 05:00 EST,29.53,25.72,50.0,1.12,325.0,,9.46,,NW,30.21,,,30.43
AN142,01/10/2015 06:00 EST,29.56,24.28,53.0,1.34,320.0,,9.43,,NW,30.24,,,30.46
AN142,01/10/2015 07:00 EST,29.56,23.02,54.0,0.89,311.0,,8.67,,NW,30.26,,,30.46
AN142,01/10/2015 08:00 EST,29.59,21.94,55.0,0.45,245.0,,8.08,,WSW,30.3,,,30.49
AN142,01/10/2015 09:00 EST,29.59,22.66,54.0,0.45,310.0,,8.34,,NW,30.29,,,30.49
AN142,01/10/2015 10:00 EST,29.62,26.62,45.0,0.67,9.0,,7.93,,N,30.31,,,30.52
AN142,01/10/2015 11:00 EST,29.65,32.2,36.0,1.57,86.0,,8.01,,E,30.31,,,30.55
AN142,01/10/2015 12:00 EST,29.62,36.88,30.0,2.01,103.0,,8.1,,ESE,30.25,,,30.52
AN142,01/10/2015 13:00 EST,29.59,40.66,28.0,2.01,95.0,,9.86,,E,30.18,,,30.49
AN142,01/10/2015 14:00 EST,29.59,43.36,25.0,1.12,101.0,,9.66,,E,30.17,,,30.49
AN142,01/10/2015 15:00 EST,29.56,45.34,23.0,1.57,119.0,,9.49,,ESE,30.13,,,30.46
AN142,01/10/2015 16:00 EST,29.56,46.06,23.0,1.57,122.0,,10.1,,ESE,30.12,,,30.46
AN142,01/10/2015 17:00 EST,29.56,45.16,24.0,1.79,111.0,,10.29,,ESE,30.13,,,30.46
AN142,01/10/2015 18:00 EST,29.59,41.56,30.0,0.67,97.0,,12.19,,E,30.15,,,30.49
AN142,01/10/2015 19:00 EST,29.59,36.16,38.0,0.45,36.0,,12.77,,NE,30.18,,,30.49
AN142,01/10/2015 20:00 EST,29.59,32.02,52.0,0.67,60.0,,16.2,,ENE,30.16,,,30.49
AN142,01/10/2015 21:00 EST,29.62,29.32,62.0,0.0,,,17.77,,,30.19,,,30.52
AN142,01/10/2015 22:00 EST,29.62,28.24,65.0,0.22,3.0,,17.85,,N,30.2,,,30.52
AN142,01/10/2015 23:00 EST,29.62,27.52,70.0,0.22,64.0,,18.91,,ENE,30.19,,,30.52
AN142,01/11/2015 00:00 EST,29.62,27.52,70.0,0.22,64.0,,18.91,,ENE,30.19,,,30.52
AN142,01/11/2015 02:00 EST,29.62,26.44,78.0,0.0,357.0,,20.43,,N,30.18,,,30.52
AN142,01/11/2015 03:00 EST,29.62,26.8,77.0,0.0,,,20.47,,,30.18,,,30.52
AN142,01/11/2015 04:00 EST,29.65,26.44,78.0,0.22,19.0,,20.43,,NNE,30.21,,,30.55
AN142,01/11/2015 05:00 EST,29.62,26.08,78.0,0.45,102.0,,20.08,,ESE,30.19,,,30.52
AN142,01/11/2015 06:00 EST,29.62,26.44,79.0,0.67,101.0,,20.73,,E,30.18,,,30.52
AN142,01/11/2015 07:00 EST,29.62,26.98,78.0,0.67,75.0,,20.95,,ENE,30.17,,,30.52
AN142,01/11/2015 08:00 EST,29.65,30.22,73.0,1.34,92.0,,22.51,,E,30.16,,,30.55
AN142,01/11/2015 09:00 EST,29.62,33.82,56.0,2.24,87.0,,19.61,,E,30.14,,,30.52
AN142,01/11/2015 10:00 EST,29.65,36.88,44.0,2.91,91.0,,16.79,,E,30.19,,,30.55
AN142,01/11/2015 11:00 EST,29.65,39.76,38.0,3.13,87.0,,16.0,,E,30.18,,,30.55
AN142,01/11/2015 12:00 EST,29.65,41.74,42.0,2.68,87.0,,20.12,,E,30.11,,,30.55
AN142,01/11/2015 13:00 EST,29.59,42.82,42.0,3.13,87.0,,21.1,,E,30.03,,,30.49
AN142,01/11/2015 14:00 EST,29.56,42.46,47.0,3.13,85.0,,23.46,,E,29.96,,,30.46
AN142,01/11/2015 15:00 EST,29.56,43.9,46.0,2.68,81.0,,24.26,,E,29.94,,,30.46
AN142,01/11/2015 16:00 EST,29.53,43.72,47.0,2.68,84.0,,24.61,,E,29.9,,,30.43
AN142,01/11/2015 17:00 EST,29.53,43.0,51.0,2.68,89.0,,25.93,,E,29.88,,,30.43
AN142,01/11/2015 18:00 EST,29.53,42.1,60.0,2.24,82.0,,29.07,,E,29.83,,,30.43
AN142,01/11/2015 19:00 EST,29.53,39.94,71.0,2.46,82.0,,31.19,,E,29.8,,,30.43
AN142,01/11/2015 20:00 EST,29.56,37.96,87.0,1.34,97.0,,34.39,,E,29.78,,,30.46
AN142,01/11/2015 21:00 EST,29.56,37.42,87.0,1.34,96.0,,33.86,,E,29.79,,,30.46
AN142,01/11/2015 22:00 EST,29.56,37.06,,1.57,79.0,,,,E,,,,30.46
AN142,01/11/2015 23:00 EST,29.53,37.06,,1.57,83.0,,,,E,,,,30.43
AN142,01/12/2015 00:00 EST,29.53,37.06,,1.57,83.0,,,,E,,,,30.43
AN142,01/12/2015 02:00 EST,29.47,38.68,,1.79,86.0,,,,E,,,,30.36
AN142,01/12/2015 03:00 EST,29.44,38.86,,2.46,86.0,,,,E,,,,30.33
AN142,01/12/2015 04:00 EST,29.44,39.04,,1.57,84.0,,,,E,,,,30.33
AN142,01/12/2015 05:00 EST,29.41,39.22,,1.12,80.0,,,,E,,,,30.3
AN142,01/12/2015 06:00 EST,29.41,39.4,,1.34,102.0,,,,ESE,,,,30.3
AN142,01/12/2015 07:00 EST,29.41,39.94,,1.34,81.0,,,,E,,,,30.3
AN142,01/12/2015 08:00 EST,29.38,40.3,,1.34,96.0,,,,E,,,,30.27
AN142,01/12/2015 09:00 EST,29.38,41.02,,1.12,120.0,,,,ESE,,,,30.27
AN142,01/12/2015 10:00 EST,29.41,42.1,,1.12,105.0,,,,ESE,,,,30.3
AN142,01/12/2015 11:00 EST,29.41,43.18,,1.79,112.0,,,,ESE,,,,30.3
AN142,01/12/2015 12:00 EST,29.38,44.26,,1.12,84.0,,,,E,,,,30.27
AN142,01/12/2015 13:00 EST,29.35,44.98,,1.34,115.0,,,,ESE,,,,30.24
AN142,01/12/2015 14:00 EST,29.32,45.52,,0.67,152.0,,,,SSE,,,,30.21
AN142,01/12/2015 15:00 EST,29.29,46.24,,1.34,115.0,,,,ESE,,,,30.18
AN142,01/12/2015 16:00 EST,29.29,46.78,,1.57,132.0,,,,SE,,,,30.18
AN142,01/12/2015 17:00 EST,29.29,46.6,,0.89,81.0,,,,E,,,,30.18
AN142,01/12/2015 18:00 EST,29.29,46.6,,0.67,121.0,,,,ESE,,,,30.18
AN142,01/12/2015 19:00 EST,29.29,46.24,,0.22,128.0,,,,SE,,,,30.18
AN142,01/12/2015 20:00 EST,29.29,46.24,,0.22,278.0,,,,W,,,,30.18
AN142,01/12/2015 21:00 EST,29.29,46.24,,0.45,248.0,,,,WSW,,,,30.18
AN142,01/12/2015 22:00 EST,29.32,46.42,,0.67,296.0,,,,WNW,,,,30.21
AN142,01/12/2015 23:00 EST,29.32,46.42,,0.89,296.0,,,,WNW,,,,30.21
AN142,01/13/2015 00:00 EST,29.32,46.42,,0.89,296.0,,,,WNW,,,,30.21
AN142,01/13/2015 02:00 EST,29.26,47.86,,0.89,310.0,,,,NW,,,,30.15
AN142,01/13/2015 03:00 EST,29.29,48.04,,0.89,302.0,,,,WNW,,,,30.18
AN142,01/13/2015 04:00 EST,29.29,47.68,,0.22,356.0,,,,N,,,,30.18
AN142,01/13/2015 05:00 EST,29.29,46.96,,1.12,302.0,,,,WNW,,,,30.18
